date,series_id,sales
2014-05-04,CA_FOODS,14223
2014-05-04,CA_HOBBIES,1755
2014-05-04,CA_HOUSEHOLD,4771
2014-05-04,TOTAL,45139
2014-05-04,TX_FOODS,8631
2014-05-04,TX_HOBBIES,1020
2014-05-04,TX_HOUSEHOLD,3070
2014-05-04,WI_FOODS,8417
2014-05-04,WI_HOBBIES,952
2014-05-04,WI_HOUSEHOLD,2300
2014-05-05,CA_FOODS,11062
2014-05-05,CA_HOBBIES,1509
2014-05-05,CA_HOUSEHOLD,3573
2014-05-05,TOTAL,35820
2014-05-05,TX_FOODS,6915
2014-05-05,TX_HOBBIES,779
2014-05-05,TX_HOUSEHOLD,2499
2014-05-05,WI_FOODS,7100
2014-05-05,WI_HOBBIES,650
2014-05-05,WI_HOUSEHOLD,1733
2014-05-06,CA_FOODS,9953
2014-05-06,CA_HOBBIES,1454
2014-05-06,CA_HOUSEHOLD,3370
2014-05-06,TOTAL,33611
2014-05-06,TX_FOODS,6777
2014-05-06,TX_HOBBIES,790
2014-05-06,TX_HOUSEHOLD,2226
2014-05-06,WI_FOODS,6931
2014-05-06,WI_HOBBIES,594
2014-05-06,WI_HOUSEHOLD,1516
2014-05-07,CA_FOODS,9614
2014-05-07,CA_HOBBIES,1567
2014-05-07,CA_HOUSEHOLD,2923
2014-05-07,TOTAL,32146
2014-05-07,TX_FOODS,7125
2014-05-07,TX_HOBBIES,634
2014-05-07,TX_HOUSEHOLD,2187
2014-05-07,WI_FOODS,5889
2014-05-07,WI_HOBBIES,720
2014-05-07,WI_HOUSEHOLD,1487
2014-05-08,CA_FOODS,9697
2014-05-08,CA_HOBBIES,1635
2014-05-08,CA_HOUSEHOLD,2872
2014-05-08,TOTAL,31819
2014-05-08,TX_FOODS,5775
2014-05-08,TX_HOBBIES,615
2014-05-08,TX_HOUSEHOLD,1880
2014-05-08,WI_FOODS,7039
2014-05-08,WI_HOBBIES,707
2014-05-08,WI_HOUSEHOLD,1599
2014-05-09,CA_FOODS,10886
2014-05-09,CA_HOBBIES,1728
2014-05-09,CA_HOUSEHOLD,3214
2014-05-09,TOTAL,36363
2014-05-09,TX_FOODS,6586
2014-05-09,TX_HOBBIES,803
2014-05-09,TX_HOUSEHOLD,2239
2014-05-09,WI_FOODS,8074
2014-05-09,WI_HOBBIES,812
2014-05-09,WI_HOUSEHOLD,2021
2014-05-10,CA_FOODS,13031
2014-05-10,CA_HOBBIES,1838
2014-05-10,CA_HOUSEHOLD,3875
2014-05-10,TOTAL,42843
2014-05-10,TX_FOODS,8417
2014-05-10,TX_HOBBIES,911
2014-05-10,TX_HOUSEHOLD,2601
2014-05-10,WI_FOODS,8626
2014-05-10,WI_HOBBIES,1161
2014-05-10,WI_HOUSEHOLD,2383
2014-05-11,CA_FOODS,11515
2014-05-11,CA_HOBBIES,1738
2014-05-11,CA_HOUSEHOLD,3667
2014-05-11,TOTAL,38180
2014-05-11,TX_FOODS,8535
2014-05-11,TX_HOBBIES,906
2014-05-11,TX_HOUSEHOLD,2322
2014-05-11,WI_FOODS,7248
2014-05-11,WI_HOBBIES,717
2014-05-11,WI_HOUSEHOLD,1532
2014-05-12,CA_FOODS,11358
2014-05-12,CA_HOBBIES,1505
2014-05-12,CA_HOUSEHOLD,3420
2014-05-12,TOTAL,37922
2014-05-12,TX_FOODS,7574
2014-05-12,TX_HOBBIES,696
2014-05-12,TX_HOUSEHOLD,2192
2014-05-12,WI_FOODS,8880
2014-05-12,WI_HOBBIES,586
2014-05-12,WI_HOUSEHOLD,1711
2014-05-13,CA_FOODS,10466
2014-05-13,CA_HOBBIES,1535
2014-05-13,CA_HOUSEHOLD,2958
2014-05-13,TOTAL,33844
2014-05-13,TX_FOODS,6644
2014-05-13,TX_HOBBIES,769
2014-05-13,TX_HOUSEHOLD,1948
2014-05-13,WI_FOODS,7108
2014-05-13,WI_HOBBIES,691
2014-05-13,WI_HOUSEHOLD,1725
2014-05-14,CA_FOODS,9906
2014-05-14,CA_HOBBIES,1371
2014-05-14,CA_HOUSEHOLD,2802
2014-05-14,TOTAL,32817
2014-05-14,TX_FOODS,5702
2014-05-14,TX_HOBBIES,682
2014-05-14,TX_HOUSEHOLD,1887
2014-05-14,WI_FOODS,8172
2014-05-14,WI_HOBBIES,699
2014-05-14,WI_HOUSEHOLD,1596
2014-05-15,CA_FOODS,9576
2014-05-15,CA_HOBBIES,1477
2014-05-15,CA_HOUSEHOLD,2998
2014-05-15,TOTAL,33522
2014-05-15,TX_FOODS,6819
2014-05-15,TX_HOBBIES,776
2014-05-15,TX_HOUSEHOLD,1892
2014-05-15,WI_FOODS,7778
2014-05-15,WI_HOBBIES,585
2014-05-15,WI_HOUSEHOLD,1621
2014-05-16,CA_FOODS,10022
2014-05-16,CA_HOBBIES,1647
2014-05-16,CA_HOUSEHOLD,3547
2014-05-16,TOTAL,34589
2014-05-16,TX_FOODS,6485
2014-05-16,TX_HOBBIES,866
2014-05-16,TX_HOUSEHOLD,2238
2014-05-16,WI_FOODS,6942
2014-05-16,WI_HOBBIES,802
2014-05-16,WI_HOUSEHOLD,2040
2014-05-17,CA_FOODS,11400
2014-05-17,CA_HOBBIES,1887
2014-05-17,CA_HOUSEHOLD,4483
2014-05-17,TOTAL,40019
2014-05-17,TX_FOODS,7260
2014-05-17,TX_HOBBIES,861
2014-05-17,TX_HOUSEHOLD,2624
2014-05-17,WI_FOODS,8090
2014-05-17,WI_HOBBIES,1054
2014-05-17,WI_HOUSEHOLD,2360
2014-05-18,CA_FOODS,13131
2014-05-18,CA_HOBBIES,2017
2014-05-18,CA_HOUSEHOLD,4650
2014-05-18,TOTAL,43020
2014-05-18,TX_FOODS,8667
2014-05-18,TX_HOBBIES,983
2014-05-18,TX_HOUSEHOLD,2738
2014-05-18,WI_FOODS,8106
2014-05-18,WI_HOBBIES,784
2014-05-18,WI_HOUSEHOLD,1944
2014-05-19,CA_FOODS,10039
2014-05-19,CA_HOBBIES,1613
2014-05-19,CA_HOUSEHOLD,3404
2014-05-19,TOTAL,32314
2014-05-19,TX_FOODS,6403
2014-05-19,TX_HOBBIES,721
2014-05-19,TX_HOUSEHOLD,2133
2014-05-19,WI_FOODS,5854
2014-05-19,WI_HOBBIES,670
2014-05-19,WI_HOUSEHOLD,1477
2014-05-20,CA_FOODS,8869
2014-05-20,CA_HOBBIES,1524
2014-05-20,CA_HOUSEHOLD,3001
2014-05-20,TOTAL,29926
2014-05-20,TX_FOODS,5955
2014-05-20,TX_HOBBIES,748
2014-05-20,TX_HOUSEHOLD,2021
2014-05-20,WI_FOODS,5608
2014-05-20,WI_HOBBIES,743
2014-05-20,WI_HOUSEHOLD,1457
2014-05-21,CA_FOODS,8680
2014-05-21,CA_HOBBIES,1400
2014-05-21,CA_HOUSEHOLD,2850
2014-05-21,TOTAL,29083
2014-05-21,TX_FOODS,5747
2014-05-21,TX_HOBBIES,842
2014-05-21,TX_HOUSEHOLD,1898
2014-05-21,WI_FOODS,5614
2014-05-21,WI_HOBBIES,625
2014-05-21,WI_HOUSEHOLD,1427
2014-05-22,CA_FOODS,8906
2014-05-22,CA_HOBBIES,1644
2014-05-22,CA_HOUSEHOLD,2867
2014-05-22,TOTAL,30386
2014-05-22,TX_FOODS,6083
2014-05-22,TX_HOBBIES,718
2014-05-22,TX_HOUSEHOLD,1892
2014-05-22,WI_FOODS,6072
2014-05-22,WI_HOBBIES,625
2014-05-22,WI_HOUSEHOLD,1579
2014-05-23,CA_FOODS,9946
2014-05-23,CA_HOBBIES,1685
2014-05-23,CA_HOUSEHOLD,3193
2014-05-23,TOTAL,33425
2014-05-23,TX_FOODS,6299
2014-05-23,TX_HOBBIES,811
2014-05-23,TX_HOUSEHOLD,2141
2014-05-23,WI_FOODS,6561
2014-05-23,WI_HOBBIES,853
2014-05-23,WI_HOUSEHOLD,1936
2014-05-24,CA_FOODS,11152
2014-05-24,CA_HOBBIES,1853
2014-05-24,CA_HOUSEHOLD,3946
2014-05-24,TOTAL,38386
2014-05-24,TX_FOODS,7711
2014-05-24,TX_HOBBIES,794
2014-05-24,TX_HOUSEHOLD,2669
2014-05-24,WI_FOODS,7214
2014-05-24,WI_HOBBIES,937
2014-05-24,WI_HOUSEHOLD,2110
2014-05-25,CA_FOODS,10975
2014-05-25,CA_HOBBIES,1597
2014-05-25,CA_HOUSEHOLD,3788
2014-05-25,TOTAL,35965
2014-05-25,TX_FOODS,7723
2014-05-25,TX_HOBBIES,884
2014-05-25,TX_HOUSEHOLD,2303
2014-05-25,WI_FOODS,6255
2014-05-25,WI_HOBBIES,811
2014-05-25,WI_HOUSEHOLD,1629
2014-05-26,CA_FOODS,10883
2014-05-26,CA_HOBBIES,1460
2014-05-26,CA_HOUSEHOLD,3948
2014-05-26,TOTAL,33459
2014-05-26,TX_FOODS,6266
2014-05-26,TX_HOBBIES,814
2014-05-26,TX_HOUSEHOLD,2087
2014-05-26,WI_FOODS,5881
2014-05-26,WI_HOBBIES,571
2014-05-26,WI_HOUSEHOLD,1549
2014-05-27,CA_FOODS,9130
2014-05-27,CA_HOBBIES,1665
2014-05-27,CA_HOUSEHOLD,3210
2014-05-27,TOTAL,28912
2014-05-27,TX_FOODS,5200
2014-05-27,TX_HOBBIES,626
2014-05-27,TX_HOUSEHOLD,1826
2014-05-27,WI_FOODS,4928
2014-05-27,WI_HOBBIES,707
2014-05-27,WI_HOUSEHOLD,1620
2014-05-28,CA_FOODS,8155
2014-05-28,CA_HOBBIES,1451
2014-05-28,CA_HOUSEHOLD,2943
2014-05-28,TOTAL,28109
2014-05-28,TX_FOODS,5455
2014-05-28,TX_HOBBIES,717
2014-05-28,TX_HOUSEHOLD,1945
2014-05-28,WI_FOODS,5039
2014-05-28,WI_HOBBIES,741
2014-05-28,WI_HOUSEHOLD,1663
2014-05-29,CA_FOODS,8152
2014-05-29,CA_HOBBIES,1293
2014-05-29,CA_HOUSEHOLD,2831
2014-05-29,TOTAL,27689
2014-05-29,TX_FOODS,5355
2014-05-29,TX_HOBBIES,687
2014-05-29,TX_HOUSEHOLD,2022
2014-05-29,WI_FOODS,5064
2014-05-29,WI_HOBBIES,734
2014-05-29,WI_HOUSEHOLD,1551
2014-05-30,CA_FOODS,9377
2014-05-30,CA_HOBBIES,1600
2014-05-30,CA_HOUSEHOLD,3332
2014-05-30,TOTAL,33740
2014-05-30,TX_FOODS,6336
2014-05-30,TX_HOBBIES,1014
2014-05-30,TX_HOUSEHOLD,2466
2014-05-30,WI_FOODS,6265
2014-05-30,WI_HOBBIES,1019
2014-05-30,WI_HOUSEHOLD,2331
2014-05-31,CA_FOODS,12058
2014-05-31,CA_HOBBIES,1877
2014-05-31,CA_HOUSEHOLD,4269
2014-05-31,TOTAL,40692
2014-05-31,TX_FOODS,7311
2014-05-31,TX_HOBBIES,921
2014-05-31,TX_HOUSEHOLD,2988
2014-05-31,WI_FOODS,7644
2014-05-31,WI_HOBBIES,1034
2014-05-31,WI_HOUSEHOLD,2590
2014-06-01,CA_FOODS,13612
2014-06-01,CA_HOBBIES,2130
2014-06-01,CA_HOUSEHOLD,4730
2014-06-01,TOTAL,44602
2014-06-01,TX_FOODS,9143
2014-06-01,TX_HOBBIES,1106
2014-06-01,TX_HOUSEHOLD,2966
2014-06-01,WI_FOODS,7502
2014-06-01,WI_HOBBIES,892
2014-06-01,WI_HOUSEHOLD,2521
2014-06-02,CA_FOODS,11149
2014-06-02,CA_HOBBIES,1712
2014-06-02,CA_HOUSEHOLD,3756
2014-06-02,TOTAL,37312
2014-06-02,TX_FOODS,6889
2014-06-02,TX_HOBBIES,783
2014-06-02,TX_HOUSEHOLD,2350
2014-06-02,WI_FOODS,7892
2014-06-02,WI_HOBBIES,704
2014-06-02,WI_HOUSEHOLD,2077
2014-06-03,CA_FOODS,10572
2014-06-03,CA_HOBBIES,1835
2014-06-03,CA_HOUSEHOLD,3370
2014-06-03,TOTAL,38357
2014-06-03,TX_FOODS,7187
2014-06-03,TX_HOBBIES,718
2014-06-03,TX_HOUSEHOLD,2414
2014-06-03,WI_FOODS,9021
2014-06-03,WI_HOBBIES,971
2014-06-03,WI_HOUSEHOLD,2269
2014-06-04,CA_FOODS,10201
2014-06-04,CA_HOBBIES,1532
2014-06-04,CA_HOUSEHOLD,3090
2014-06-04,TOTAL,32899
2014-06-04,TX_FOODS,6147
2014-06-04,TX_HOBBIES,827
2014-06-04,TX_HOUSEHOLD,2064
2014-06-04,WI_FOODS,6326
2014-06-04,WI_HOBBIES,749
2014-06-04,WI_HOUSEHOLD,1963
2014-06-05,CA_FOODS,10351
2014-06-05,CA_HOBBIES,1592
2014-06-05,CA_HOUSEHOLD,3129
2014-06-05,TOTAL,35655
2014-06-05,TX_FOODS,7422
2014-06-05,TX_HOBBIES,788
2014-06-05,TX_HOUSEHOLD,2389
2014-06-05,WI_FOODS,7462
2014-06-05,WI_HOBBIES,691
2014-06-05,WI_HOUSEHOLD,1831
2014-06-06,CA_FOODS,10804
2014-06-06,CA_HOBBIES,1644
2014-06-06,CA_HOUSEHOLD,3377
2014-06-06,TOTAL,37457
2014-06-06,TX_FOODS,7354
2014-06-06,TX_HOBBIES,774
2014-06-06,TX_HOUSEHOLD,2176
2014-06-06,WI_FOODS,8388
2014-06-06,WI_HOBBIES,796
2014-06-06,WI_HOUSEHOLD,2144
2014-06-07,CA_FOODS,13019
2014-06-07,CA_HOBBIES,1879
2014-06-07,CA_HOUSEHOLD,4248
2014-06-07,TOTAL,44347
2014-06-07,TX_FOODS,9650
2014-06-07,TX_HOBBIES,891
2014-06-07,TX_HOUSEHOLD,3021
2014-06-07,WI_FOODS,8257
2014-06-07,WI_HOBBIES,989
2014-06-07,WI_HOUSEHOLD,2393
2014-06-08,CA_FOODS,13762
2014-06-08,CA_HOBBIES,1835
2014-06-08,CA_HOUSEHOLD,4349
2014-06-08,TOTAL,45279
2014-06-08,TX_FOODS,9163
2014-06-08,TX_HOBBIES,933
2014-06-08,TX_HOUSEHOLD,2752
2014-06-08,WI_FOODS,9441
2014-06-08,WI_HOBBIES,873
2014-06-08,WI_HOUSEHOLD,2171
2014-06-09,CA_FOODS,12393
2014-06-09,CA_HOBBIES,1407
2014-06-09,CA_HOUSEHOLD,3506
2014-06-09,TOTAL,38256
2014-06-09,TX_FOODS,7186
2014-06-09,TX_HOBBIES,682
2014-06-09,TX_HOUSEHOLD,2214
2014-06-09,WI_FOODS,8527
2014-06-09,WI_HOBBIES,709
2014-06-09,WI_HOUSEHOLD,1632
2014-06-10,CA_FOODS,10416
2014-06-10,CA_HOBBIES,1417
2014-06-10,CA_HOUSEHOLD,3355
2014-06-10,TOTAL,33658
2014-06-10,TX_FOODS,6216
2014-06-10,TX_HOBBIES,862
2014-06-10,TX_HOUSEHOLD,2143
2014-06-10,WI_FOODS,6970
2014-06-10,WI_HOBBIES,705
2014-06-10,WI_HOUSEHOLD,1574
2014-06-11,CA_FOODS,10254
2014-06-11,CA_HOBBIES,1564
2014-06-11,CA_HOUSEHOLD,2978
2014-06-11,TOTAL,34644
2014-06-11,TX_FOODS,7440
2014-06-11,TX_HOBBIES,664
2014-06-11,TX_HOUSEHOLD,2069
2014-06-11,WI_FOODS,7566
2014-06-11,WI_HOBBIES,668
2014-06-11,WI_HOUSEHOLD,1441
2014-06-12,CA_FOODS,9880
2014-06-12,CA_HOBBIES,1542
2014-06-12,CA_HOUSEHOLD,3039
2014-06-12,TOTAL,35077
2014-06-12,TX_FOODS,7247
2014-06-12,TX_HOBBIES,754
2014-06-12,TX_HOUSEHOLD,1956
2014-06-12,WI_FOODS,8259
2014-06-12,WI_HOBBIES,861
2014-06-12,WI_HOUSEHOLD,1539
2014-06-13,CA_FOODS,11119
2014-06-13,CA_HOBBIES,1763
2014-06-13,CA_HOUSEHOLD,3426
2014-06-13,TOTAL,38356
2014-06-13,TX_FOODS,8478
2014-06-13,TX_HOBBIES,856
2014-06-13,TX_HOUSEHOLD,2275
2014-06-13,WI_FOODS,7508
2014-06-13,WI_HOBBIES,921
2014-06-13,WI_HOUSEHOLD,2010
2014-06-14,CA_FOODS,13512
2014-06-14,CA_HOBBIES,2033
2014-06-14,CA_HOUSEHOLD,4019
2014-06-14,TOTAL,44984
2014-06-14,TX_FOODS,9288
2014-06-14,TX_HOBBIES,972
2014-06-14,TX_HOUSEHOLD,2729
2014-06-14,WI_FOODS,9269
2014-06-14,WI_HOBBIES,945
2014-06-14,WI_HOUSEHOLD,2217
2014-06-15,CA_FOODS,12094
2014-06-15,CA_HOBBIES,1608
2014-06-15,CA_HOUSEHOLD,3795
2014-06-15,TOTAL,42494
2014-06-15,TX_FOODS,9385
2014-06-15,TX_HOBBIES,1021
2014-06-15,TX_HOUSEHOLD,2502
2014-06-15,WI_FOODS,9632
2014-06-15,WI_HOBBIES,647
2014-06-15,WI_HOUSEHOLD,1810
2014-06-16,CA_FOODS,10132
2014-06-16,CA_HOBBIES,1669
2014-06-16,CA_HOUSEHOLD,3511
2014-06-16,TOTAL,35203
2014-06-16,TX_FOODS,7373
2014-06-16,TX_HOBBIES,895
2014-06-16,TX_HOUSEHOLD,2306
2014-06-16,WI_FOODS,7135
2014-06-16,WI_HOBBIES,613
2014-06-16,WI_HOUSEHOLD,1569
2014-06-17,CA_FOODS,9641
2014-06-17,CA_HOBBIES,1604
2014-06-17,CA_HOUSEHOLD,3433
2014-06-17,TOTAL,33542
2014-06-17,TX_FOODS,6664
2014-06-17,TX_HOBBIES,712
2014-06-17,TX_HOUSEHOLD,2069
2014-06-17,WI_FOODS,7133
2014-06-17,WI_HOBBIES,674
2014-06-17,WI_HOUSEHOLD,1612
2014-06-18,CA_FOODS,10193
2014-06-18,CA_HOBBIES,1531
2014-06-18,CA_HOUSEHOLD,3111
2014-06-18,TOTAL,32269
2014-06-18,TX_FOODS,6236
2014-06-18,TX_HOBBIES,704
2014-06-18,TX_HOUSEHOLD,2016
2014-06-18,WI_FOODS,6245
2014-06-18,WI_HOBBIES,739
2014-06-18,WI_HOUSEHOLD,1494
2014-06-19,CA_FOODS,9925
2014-06-19,CA_HOBBIES,1511
2014-06-19,CA_HOUSEHOLD,3314
2014-06-19,TOTAL,33120
2014-06-19,TX_FOODS,6860
2014-06-19,TX_HOBBIES,779
2014-06-19,TX_HOUSEHOLD,2065
2014-06-19,WI_FOODS,6238
2014-06-19,WI_HOBBIES,609
2014-06-19,WI_HOUSEHOLD,1819
2014-06-20,CA_FOODS,11591
2014-06-20,CA_HOBBIES,1762
2014-06-20,CA_HOUSEHOLD,3627
2014-06-20,TOTAL,37996
2014-06-20,TX_FOODS,7283
2014-06-20,TX_HOBBIES,796
2014-06-20,TX_HOUSEHOLD,2567
2014-06-20,WI_FOODS,7246
2014-06-20,WI_HOBBIES,865
2014-06-20,WI_HOUSEHOLD,2259
2014-06-21,CA_FOODS,12655
2014-06-21,CA_HOBBIES,1995
2014-06-21,CA_HOUSEHOLD,4566
2014-06-21,TOTAL,42420
2014-06-21,TX_FOODS,8310
2014-06-21,TX_HOBBIES,1096
2014-06-21,TX_HOUSEHOLD,2835
2014-06-21,WI_FOODS,7704
2014-06-21,WI_HOBBIES,992
2014-06-21,WI_HOUSEHOLD,2267
2014-06-22,CA_FOODS,13186
2014-06-22,CA_HOBBIES,1853
2014-06-22,CA_HOUSEHOLD,4843
2014-06-22,TOTAL,42460
2014-06-22,TX_FOODS,8640
2014-06-22,TX_HOBBIES,923
2014-06-22,TX_HOUSEHOLD,2823
2014-06-22,WI_FOODS,7241
2014-06-22,WI_HOBBIES,836
2014-06-22,WI_HOUSEHOLD,2115
2014-06-23,CA_FOODS,10294
2014-06-23,CA_HOBBIES,1554
2014-06-23,CA_HOUSEHOLD,3446
2014-06-23,TOTAL,33158
2014-06-23,TX_FOODS,6395
2014-06-23,TX_HOBBIES,833
2014-06-23,TX_HOUSEHOLD,2043
2014-06-23,WI_FOODS,6143
2014-06-23,WI_HOBBIES,793
2014-06-23,WI_HOUSEHOLD,1657
2014-06-24,CA_FOODS,9423
2014-06-24,CA_HOBBIES,1611
2014-06-24,CA_HOUSEHOLD,3289
2014-06-24,TOTAL,30641
2014-06-24,TX_FOODS,5672
2014-06-24,TX_HOBBIES,746
2014-06-24,TX_HOUSEHOLD,1998
2014-06-24,WI_FOODS,5838
2014-06-24,WI_HOBBIES,567
2014-06-24,WI_HOUSEHOLD,1497
2014-06-25,CA_FOODS,8715
2014-06-25,CA_HOBBIES,1410
2014-06-25,CA_HOUSEHOLD,3094
2014-06-25,TOTAL,28821
2014-06-25,TX_FOODS,5402
2014-06-25,TX_HOBBIES,752
2014-06-25,TX_HOUSEHOLD,1943
2014-06-25,WI_FOODS,5255
2014-06-25,WI_HOBBIES,644
2014-06-25,WI_HOUSEHOLD,1606
2014-06-26,CA_FOODS,8903
2014-06-26,CA_HOBBIES,1535
2014-06-26,CA_HOUSEHOLD,3092
2014-06-26,TOTAL,29356
2014-06-26,TX_FOODS,5530
2014-06-26,TX_HOBBIES,671
2014-06-26,TX_HOUSEHOLD,2104
2014-06-26,WI_FOODS,5238
2014-06-26,WI_HOBBIES,597
2014-06-26,WI_HOUSEHOLD,1686
2014-06-27,CA_FOODS,10091
2014-06-27,CA_HOBBIES,1875
2014-06-27,CA_HOUSEHOLD,3412
2014-06-27,TOTAL,34078
2014-06-27,TX_FOODS,6356
2014-06-27,TX_HOBBIES,806
2014-06-27,TX_HOUSEHOLD,2424
2014-06-27,WI_FOODS,6158
2014-06-27,WI_HOBBIES,891
2014-06-27,WI_HOUSEHOLD,2065
2014-06-28,CA_FOODS,12317
2014-06-28,CA_HOBBIES,1886
2014-06-28,CA_HOUSEHOLD,4468
2014-06-28,TOTAL,39930
2014-06-28,TX_FOODS,7190
2014-06-28,TX_HOBBIES,947
2014-06-28,TX_HOUSEHOLD,2822
2014-06-28,WI_FOODS,7038
2014-06-28,WI_HOBBIES,876
2014-06-28,WI_HOUSEHOLD,2386
2014-06-29,CA_FOODS,13060
2014-06-29,CA_HOBBIES,1687
2014-06-29,CA_HOUSEHOLD,4182
2014-06-29,TOTAL,40211
2014-06-29,TX_FOODS,7678
2014-06-29,TX_HOBBIES,887
2014-06-29,TX_HOUSEHOLD,2693
2014-06-29,WI_FOODS,7060
2014-06-29,WI_HOBBIES,939
2014-06-29,WI_HOUSEHOLD,2025
2014-06-30,CA_FOODS,10577
2014-06-30,CA_HOBBIES,1675
2014-06-30,CA_HOUSEHOLD,3434
2014-06-30,TOTAL,33449
2014-06-30,TX_FOODS,6385
2014-06-30,TX_HOBBIES,776
2014-06-30,TX_HOUSEHOLD,2379
2014-06-30,WI_FOODS,5805
2014-06-30,WI_HOBBIES,654
2014-06-30,WI_HOUSEHOLD,1764
2014-07-01,CA_FOODS,11225
2014-07-01,CA_HOBBIES,1698
2014-07-01,CA_HOUSEHOLD,3847
2014-07-01,TOTAL,37739
2014-07-01,TX_FOODS,7692
2014-07-01,TX_HOBBIES,910
2014-07-01,TX_HOUSEHOLD,2516
2014-07-01,WI_FOODS,6451
2014-07-01,WI_HOBBIES,870
2014-07-01,WI_HOUSEHOLD,2530
2014-07-02,CA_FOODS,11096
2014-07-02,CA_HOBBIES,1712
2014-07-02,CA_HOUSEHOLD,3481
2014-07-02,TOTAL,37869
2014-07-02,TX_FOODS,6668
2014-07-02,TX_HOBBIES,725
2014-07-02,TX_HOUSEHOLD,2258
2014-07-02,WI_FOODS,8863
2014-07-02,WI_HOBBIES,827
2014-07-02,WI_HOUSEHOLD,2239
2014-07-03,CA_FOODS,14077
2014-07-03,CA_HOBBIES,2062
2014-07-03,CA_HOUSEHOLD,3989
2014-07-03,TOTAL,47028
2014-07-03,TX_FOODS,9324
2014-07-03,TX_HOBBIES,977
2014-07-03,TX_HOUSEHOLD,2908
2014-07-03,WI_FOODS,10111
2014-07-03,WI_HOBBIES,1002
2014-07-03,WI_HOUSEHOLD,2578
2014-07-04,CA_FOODS,12073
2014-07-04,CA_HOBBIES,1490
2014-07-04,CA_HOUSEHOLD,3434
2014-07-04,TOTAL,38593
2014-07-04,TX_FOODS,8705
2014-07-04,TX_HOBBIES,723
2014-07-04,TX_HOUSEHOLD,2484
2014-07-04,WI_FOODS,7301
2014-07-04,WI_HOBBIES,770
2014-07-04,WI_HOUSEHOLD,1613
2014-07-05,CA_FOODS,11944
2014-07-05,CA_HOBBIES,1753
2014-07-05,CA_HOUSEHOLD,4059
2014-07-05,TOTAL,40782
2014-07-05,TX_FOODS,8084
2014-07-05,TX_HOBBIES,758
2014-07-05,TX_HOUSEHOLD,2616
2014-07-05,WI_FOODS,8316
2014-07-05,WI_HOBBIES,955
2014-07-05,WI_HOUSEHOLD,2297
2014-07-06,CA_FOODS,13778
2014-07-06,CA_HOBBIES,1825
2014-07-06,CA_HOUSEHOLD,4659
2014-07-06,TOTAL,45490
2014-07-06,TX_FOODS,9190
2014-07-06,TX_HOBBIES,1027
2014-07-06,TX_HOUSEHOLD,2653
2014-07-06,WI_FOODS,9413
2014-07-06,WI_HOBBIES,777
2014-07-06,WI_HOUSEHOLD,2168
2014-07-07,CA_FOODS,11706
2014-07-07,CA_HOBBIES,1580
2014-07-07,CA_HOUSEHOLD,3833
2014-07-07,TOTAL,37635
2014-07-07,TX_FOODS,8278
2014-07-07,TX_HOBBIES,709
2014-07-07,TX_HOUSEHOLD,2395
2014-07-07,WI_FOODS,6664
2014-07-07,WI_HOBBIES,629
